locus_tag	ftype	length_bp	gene	EC_number	COG	product
IKELMNLG_02350	CDS	1401	dctA2		COG1301	C4-dicarboxylate transport protein 2
IKELMNLG_02351	CDS	1659	dcuS_2	2.7.13.3	COG3290	Sensor histidine kinase DcuS
IKELMNLG_02352	CDS	693	citT_2		COG4565	Transcriptional regulatory protein CitT
IKELMNLG_02353	CDS	2463				hypothetical protein
IKELMNLG_02354	CDS	540				hypothetical protein
IKELMNLG_02355	CDS	864	mtnN	3.2.2.9		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
IKELMNLG_02356	CDS	1377				hypothetical protein
IKELMNLG_02357	CDS	942	sugA_1		COG1175	Trehalose transport system permease protein SugA
IKELMNLG_02358	CDS	891	dasC_2		COG0395	Diacetylchitobiose uptake system permease protein DasC
IKELMNLG_02359	CDS	714				hypothetical protein
IKELMNLG_02360	CDS	1026	pfkA2_1	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 2
IKELMNLG_02361	CDS	2094	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
IKELMNLG_02362	CDS	1224	ackA	2.7.2.1	COG0282	Acetate kinase
IKELMNLG_02363	CDS	1431	pyk_1	2.7.1.40	COG0469	Pyruvate kinase
IKELMNLG_02364	CDS	1386				hypothetical protein
IKELMNLG_02365	CDS	558				hypothetical protein
IKELMNLG_02366	CDS	648				hypothetical protein
IKELMNLG_02367	CDS	978			COG3118	putative protein
IKELMNLG_02368	CDS	705				putative HTH-type transcriptional regulator
IKELMNLG_02369	CDS	984		1.3.1.103		2-haloacrylate reductase
IKELMNLG_02370	CDS	1077	rhaS_2			HTH-type transcriptional activator RhaS
IKELMNLG_02371	CDS	1701	mcm_2	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
IKELMNLG_02372	CDS	342				putative protein
IKELMNLG_02373	CDS	510				hypothetical protein
IKELMNLG_02374	CDS	144				hypothetical protein
IKELMNLG_02375	CDS	1398				hypothetical protein
IKELMNLG_02376	CDS	90				hypothetical protein
IKELMNLG_02377	CDS	345				hypothetical protein
IKELMNLG_02378	CDS	708				hypothetical protein
IKELMNLG_02379	CDS	651				hypothetical protein
IKELMNLG_02380	CDS	777				hypothetical protein
IKELMNLG_02381	CDS	477				hypothetical protein
IKELMNLG_02382	CDS	1437	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
IKELMNLG_02383	CDS	669	copR_1			Transcriptional activator protein CopR
IKELMNLG_02384	CDS	774				hypothetical protein
IKELMNLG_02385	tRNA	91				tRNA-Ser(gct)
IKELMNLG_02386	CDS	957		3.6.-.-	COG1703	putative GTPase
IKELMNLG_02387	CDS	1206		2.3.1.9	COG0183	putative acetyl-CoA acetyltransferase
IKELMNLG_02388	CDS	441	epi	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
IKELMNLG_02389	CDS	3981				hypothetical protein
IKELMNLG_02390	CDS	933				hypothetical protein
IKELMNLG_02391	CDS	1041	bcrA_1			Bacitracin transport ATP-binding protein BcrA
IKELMNLG_02392	CDS	771				hypothetical protein
IKELMNLG_02393	CDS	1272	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IKELMNLG_02394	CDS	870				hypothetical protein
IKELMNLG_02395	CDS	333				hypothetical protein
IKELMNLG_02396	CDS	1029	luxA	1.14.14.3		Alkanal monooxygenase alpha chain
IKELMNLG_02397	CDS	393				hypothetical protein
IKELMNLG_02398	CDS	672	nucS	3.1.-.-	COG1637	Endonuclease NucS
IKELMNLG_02399	CDS	2625				hypothetical protein
IKELMNLG_02400	CDS	324	rsbV_2			Anti-sigma-B factor antagonist
IKELMNLG_02401	CDS	813		1.1.1.35	COG1250	3-hydroxybutyryl-CoA dehydrogenase
IKELMNLG_02402	CDS	642				hypothetical protein
IKELMNLG_02403	CDS	783	drrA_1	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
IKELMNLG_02404	CDS	750				hypothetical protein
IKELMNLG_02405	CDS	573		2.5.1.17	COG2096	Corrinoid adenosyltransferase
IKELMNLG_02406	CDS	189				hypothetical protein
IKELMNLG_02407	CDS	585				hypothetical protein
IKELMNLG_02408	CDS	1197				hypothetical protein
IKELMNLG_02409	CDS	642	lnrK_5		COG2197	Transcriptional regulatory protein LnrK
IKELMNLG_02410	CDS	1830	chiC_1	3.2.1.14		Chitinase C
IKELMNLG_02411	CDS	450				hypothetical protein
IKELMNLG_02412	CDS	375	atpC			ATP synthase epsilon chain
IKELMNLG_02413	CDS	1437	atpD	7.1.2.2		ATP synthase subunit beta
IKELMNLG_02414	CDS	918	atpG			ATP synthase gamma chain
IKELMNLG_02415	CDS	1590	atpA	7.1.2.2		ATP synthase subunit alpha
IKELMNLG_02416	CDS	825	atpH_1			ATP synthase subunit delta
IKELMNLG_02417	CDS	555	atpF		COG0711	ATP synthase subunit b
IKELMNLG_02418	CDS	231	atpH_2			ATP synthase subunit c
IKELMNLG_02419	CDS	822	atpB			ATP synthase subunit a
IKELMNLG_02420	CDS	435				hypothetical protein
IKELMNLG_02421	CDS	1305	wecA_1	2.7.8.33		Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
IKELMNLG_02422	CDS	1257	glyA_1	2.1.2.1	COG0112	Serine hydroxymethyltransferase
IKELMNLG_02423	CDS	681	ywle	3.9.1.2		Protein-arginine-phosphatase
IKELMNLG_02424	CDS	648		2.7.7.87	COG0009	Putative threonylcarbamoyl-AMP synthase
IKELMNLG_02425	CDS	846	prmC_2	2.1.1.297	COG2890	Release factor glutamine methyltransferase
IKELMNLG_02426	CDS	1077	prfA		COG0216	Peptide chain release factor 1
IKELMNLG_02427	CDS	225	rpmE		COG0254	50S ribosomal protein L31
IKELMNLG_02428	CDS	1149	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
IKELMNLG_02429	CDS	2085	rho_2	3.6.4.-		Transcription termination factor Rho
IKELMNLG_02430	CDS	1041	thrB	2.7.1.39		Homoserine kinase
IKELMNLG_02431	CDS	1059	thrC	4.2.3.1	COG0498	Threonine synthase
IKELMNLG_02432	CDS	1290	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
IKELMNLG_02433	CDS	1392	lysA_2	4.1.1.20	COG0019	Diaminopimelate decarboxylase
IKELMNLG_02434	CDS	1017				hypothetical protein
IKELMNLG_02435	CDS	504	cheB_2	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
IKELMNLG_02436	tRNA	74				tRNA-Arg(ccg)
IKELMNLG_02437	CDS	1374	xerC_3			Tyrosine recombinase XerC
IKELMNLG_02438	CDS	186				hypothetical protein
IKELMNLG_02439	CDS	1365				hypothetical protein
IKELMNLG_02440	CDS	186				hypothetical protein
IKELMNLG_02441	CDS	552			COG2199	putative signaling protein
IKELMNLG_02442	CDS	324				hypothetical protein
IKELMNLG_02443	CDS	156				hypothetical protein
IKELMNLG_02444	CDS	192				hypothetical protein
IKELMNLG_02445	CDS	669				hypothetical protein
IKELMNLG_02446	CDS	198				hypothetical protein
IKELMNLG_02447	CDS	1356				hypothetical protein
IKELMNLG_02448	CDS	354				hypothetical protein
IKELMNLG_02449	CDS	732				hypothetical protein
IKELMNLG_02450	CDS	471	rppH_2	3.6.1.-		RNA pyrophosphohydrolase
IKELMNLG_02451	CDS	297				hypothetical protein
IKELMNLG_02452	CDS	774				hypothetical protein
IKELMNLG_02453	CDS	1341				hypothetical protein
IKELMNLG_02454	CDS	3603				hypothetical protein
IKELMNLG_02455	CDS	903				hypothetical protein
IKELMNLG_02456	CDS	1497				hypothetical protein
IKELMNLG_02457	CDS	510			COG3039	IS5 family transposase ISSgr2
IKELMNLG_02458	CDS	693			COG3039	IS5 family transposase ISSgr2
IKELMNLG_02459	CDS	207				hypothetical protein
IKELMNLG_02460	CDS	198				hypothetical protein
IKELMNLG_02461	CDS	681	fbiB_1	6.3.2.34		Bifunctional F420 biosynthesis protein FbiB
IKELMNLG_02462	CDS	459				hypothetical protein
IKELMNLG_02463	CDS	840				hypothetical protein
IKELMNLG_02464	CDS	1884	mhpA_2	1.14.13.127		3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
IKELMNLG_02465	CDS	1194				hypothetical protein
IKELMNLG_02466	CDS	474				hypothetical protein
IKELMNLG_02467	CDS	1272		2.3.1.-	COG0304	Actinorhodin polyketide putative beta-ketoacyl synthase 1
IKELMNLG_02468	CDS	1275		2.3.1.-	COG0304	Actinorhodin polyketide putative beta-ketoacyl synthase 2
IKELMNLG_02469	CDS	273				hypothetical protein
IKELMNLG_02470	CDS	480				Putative polyketide cyclase
IKELMNLG_02471	CDS	336	tcmI	4.2.1.154		Tetracenomycin F2 cyclase
IKELMNLG_02472	CDS	912				hypothetical protein
IKELMNLG_02473	CDS	435		1.-.-.-		F420H(2)-dependent reductase
IKELMNLG_02474	CDS	747				hypothetical protein
IKELMNLG_02475	CDS	564				hypothetical protein
IKELMNLG_02476	CDS	1089	ku_1			Non-homologous end joining protein Ku
IKELMNLG_02477	CDS	849	ligD_4		COG1793	Multifunctional non-homologous end joining protein LigD
IKELMNLG_02478	CDS	804				hypothetical protein
IKELMNLG_02479	CDS	507				hypothetical protein
IKELMNLG_02480	CDS	819				hypothetical protein
IKELMNLG_02481	CDS	1245	cseC_1	2.7.13.3	COG0642	Sensor protein CseC
IKELMNLG_02482	CDS	468				hypothetical protein
IKELMNLG_02483	CDS	1374	rodA_1		COG0772	putative FtsW-like protein
IKELMNLG_02484	CDS	1458	pbpA_1		COG0768	Penicillin-binding protein A
IKELMNLG_02485	CDS	507				hypothetical protein
IKELMNLG_02486	CDS	939				hypothetical protein
IKELMNLG_02487	CDS	345			COG3039	IS5 family transposase IS1650
IKELMNLG_02488	CDS	294				hypothetical protein
IKELMNLG_02489	CDS	675				hypothetical protein
IKELMNLG_02490	CDS	288				hypothetical protein
IKELMNLG_02491	CDS	1176				hypothetical protein
IKELMNLG_02492	CDS	1263	styA	1.14.14.11		Styrene monooxygenase StyA
IKELMNLG_02493	CDS	642				hypothetical protein
IKELMNLG_02494	CDS	453				hypothetical protein
IKELMNLG_02495	CDS	531				hypothetical protein
IKELMNLG_02496	CDS	2997				hypothetical protein
IKELMNLG_02497	CDS	792				hypothetical protein
IKELMNLG_02498	CDS	549				hypothetical protein
IKELMNLG_02499	CDS	828	acm_1	3.2.1.17		Lysozyme M1
IKELMNLG_02500	CDS	2424	lon_1	3.4.21.53	COG0466	Lon protease
IKELMNLG_02501	CDS	708	speE_1	2.5.1.16		Polyamine aminopropyltransferase
IKELMNLG_02502	CDS	735	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
IKELMNLG_02503	CDS	1128	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
IKELMNLG_02504	CDS	3819	kgd	2.2.1.5	COG0508	Multifunctional 2-oxoglutarate metabolism enzyme
IKELMNLG_02505	CDS	3447				hypothetical protein
IKELMNLG_02506	CDS	1323				hypothetical protein
IKELMNLG_02507	CDS	1968				hypothetical protein
IKELMNLG_02508	CDS	942	bchI	6.6.1.1	COG1239	Magnesium-chelatase 38 kDa subunit
IKELMNLG_02509	CDS	426				hypothetical protein
IKELMNLG_02510	CDS	3024				hypothetical protein
IKELMNLG_02511	CDS	1626				hypothetical protein
IKELMNLG_02512	CDS	1746				hypothetical protein
IKELMNLG_02513	CDS	195				hypothetical protein
IKELMNLG_02514	CDS	3444				hypothetical protein
IKELMNLG_02515	CDS	1023				hypothetical protein
IKELMNLG_02516	CDS	2238				hypothetical protein
IKELMNLG_02517	CDS	471				hypothetical protein
IKELMNLG_02518	CDS	186				hypothetical protein
IKELMNLG_02519	CDS	834				hypothetical protein
IKELMNLG_02520	CDS	981				hypothetical protein
IKELMNLG_02521	CDS	1083				hypothetical protein
IKELMNLG_02522	CDS	567				hypothetical protein
IKELMNLG_02523	CDS	210				hypothetical protein
IKELMNLG_02524	CDS	966	adhT_2	1.1.1.1		Alcohol dehydrogenase
IKELMNLG_02525	CDS	1230		1.1.1.38		NAD-dependent malic enzyme
IKELMNLG_02526	CDS	963				hypothetical protein
IKELMNLG_02527	CDS	951				hypothetical protein
IKELMNLG_02528	CDS	762	glnQ_2	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
IKELMNLG_02529	CDS	810	tam_3	2.1.1.144		Trans-aconitate 2-methyltransferase
IKELMNLG_02530	CDS	630				hypothetical protein
IKELMNLG_02531	CDS	438				hypothetical protein
IKELMNLG_02532	CDS	396	sodN	1.15.1.1		Superoxide dismutase [Ni]
IKELMNLG_02533	CDS	222				hypothetical protein
IKELMNLG_02534	CDS	585	yyaP_3		COG0262	putative protein YyaP
IKELMNLG_02535	CDS	639				hypothetical protein
IKELMNLG_02536	CDS	1161		2.5.1.10	COG0142	(2E,6E)-farnesyl diphosphate synthase
IKELMNLG_02537	CDS	1407				hypothetical protein
IKELMNLG_02538	CDS	591				hypothetical protein
IKELMNLG_02539	CDS	909				hypothetical protein
IKELMNLG_02540	CDS	1584			COG0025	putative Na(+)/H(+) exchanger
IKELMNLG_02541	CDS	261				hypothetical protein
IKELMNLG_02542	CDS	414	rsbW_1	2.7.11.1		Serine-protein kinase RsbW
IKELMNLG_02543	CDS	1086	rpoD			RNA polymerase sigma factor RpoD
IKELMNLG_02544	CDS	459				hypothetical protein
IKELMNLG_02545	CDS	1026	yegS_3	2.7.1.-		lipid kinase YegS
IKELMNLG_02546	CDS	258	whiB1_3			Transcriptional regulator WhiB1
IKELMNLG_02547	CDS	1530	pdtaS	2.7.13.3	COG3920	putative sensor histidine kinase pdtaS
IKELMNLG_02548	CDS	654	comR_2			HTH-type transcriptional repressor ComR
IKELMNLG_02549	CDS	753	ygfF_1	1.-.-.-		putative oxidoreductase YgfF
IKELMNLG_02550	CDS	786	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
IKELMNLG_02551	CDS	1491	nagZ_4	3.2.1.52		Beta-hexosaminidase
IKELMNLG_02552	CDS	831	dasC_3		COG0395	Diacetylchitobiose uptake system permease protein DasC
IKELMNLG_02553	CDS	987	dasB_1		COG1175	Diacetylchitobiose uptake system permease protein DasB
IKELMNLG_02554	CDS	1278	dasA_2		COG1653	Diacetylchitobiose binding protein DasA
IKELMNLG_02555	CDS	765	dasR_2		COG2188	HTH-type transcriptional repressor DasR
IKELMNLG_02556	CDS	258				hypothetical protein
IKELMNLG_02557	CDS	1611	mctP			Monocarboxylate transport permease protein
IKELMNLG_02558	CDS	507				hypothetical protein
IKELMNLG_02559	CDS	2376				hypothetical protein
IKELMNLG_02560	CDS	1032	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
IKELMNLG_02561	CDS	267				hypothetical protein
IKELMNLG_02562	CDS	969	cdhR_3		COG4977	HTH-type transcriptional regulator CdhR
IKELMNLG_02563	CDS	1386		1.14.13.106	COG2124	Epi-isozizaene 5-monooxygenase/(E)-beta-farnesene synthase
IKELMNLG_02564	CDS	1014	cyc1	4.2.3.37		Epi-isozizaene synthase
IKELMNLG_02565	CDS	651	def_1	3.5.1.88		Peptide deformylase
IKELMNLG_02566	CDS	981				hypothetical protein
IKELMNLG_02567	CDS	1266				hypothetical protein
IKELMNLG_02568	CDS	1326				hypothetical protein
IKELMNLG_02569	CDS	318	rsrA			Anti-sigma factor RsrA
IKELMNLG_02570	CDS	849	sigR		COG1595	ECF RNA polymerase sigma factor SigR
IKELMNLG_02571	CDS	636				hypothetical protein
IKELMNLG_02572	CDS	816	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
IKELMNLG_02573	CDS	723				hypothetical protein
IKELMNLG_02574	CDS	1317	aroA_2	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
IKELMNLG_02575	CDS	1014	rsgA_2	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
IKELMNLG_02576	CDS	324	gdx_1		COG2076	Guanidinium exporter
IKELMNLG_02577	CDS	612				hypothetical protein
IKELMNLG_02578	CDS	801	hisN	3.1.3.15	COG0483	Histidinol-phosphatase
IKELMNLG_02579	CDS	408				hypothetical protein
IKELMNLG_02580	CDS	417	perR		COG0735	Peroxide-responsive repressor PerR
IKELMNLG_02581	tRNA	75				tRNA-Met(cat)
IKELMNLG_02582	CDS	1833				hypothetical protein
IKELMNLG_02583	tRNA	75				tRNA-Met(cat)
IKELMNLG_02584	CDS	3003				hypothetical protein
IKELMNLG_02585	CDS	543				hypothetical protein
IKELMNLG_02586	CDS	1074	ylbL		COG3480	putative protein YlbL
IKELMNLG_02587	CDS	165				hypothetical protein
IKELMNLG_02588	CDS	459	moaE1	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit 1
IKELMNLG_02589	CDS	1122			COG0451	putative protein
IKELMNLG_02590	CDS	1464				hypothetical protein
IKELMNLG_02591	CDS	516				hypothetical protein
IKELMNLG_02592	CDS	756				hypothetical protein
IKELMNLG_02593	CDS	681				hypothetical protein
IKELMNLG_02594	CDS	1755				hypothetical protein
IKELMNLG_02595	CDS	507				hypothetical protein
IKELMNLG_02596	CDS	1215				hypothetical protein
IKELMNLG_02597	CDS	1410	ubiB_1	2.7.-.-		protein kinase UbiB
IKELMNLG_02598	CDS	324				hypothetical protein
IKELMNLG_02599	CDS	369	whiB_4			Transcriptional regulator WhiB
IKELMNLG_02600	CDS	333				hypothetical protein
IKELMNLG_02601	CDS	2358	uvrD2	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD2
IKELMNLG_02602	CDS	243		1.-.-.-	COG0695	Putative glutaredoxin.1
IKELMNLG_02603	CDS	945	nudC_1	3.6.1.22		NADH pyrophosphatase
IKELMNLG_02604	CDS	1413	dapE_2	3.5.1.18		Succinyl-diaminopimelate desuccinylase
IKELMNLG_02605	CDS	3612	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
IKELMNLG_02606	CDS	3348	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
IKELMNLG_02607	CDS	408				hypothetical protein
IKELMNLG_02608	CDS	2778				hypothetical protein
IKELMNLG_02609	CDS	1551	caeA_2	3.1.1.-		Carboxylesterase A
IKELMNLG_02610	CDS	1542	caeA_3	3.1.1.-		Carboxylesterase A
IKELMNLG_02611	CDS	1179	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
IKELMNLG_02612	CDS	750				hypothetical protein
IKELMNLG_02613	CDS	1053	tal_2	1.1.1.344		dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(P)(+))
IKELMNLG_02614	CDS	1218				hypothetical protein
IKELMNLG_02615	CDS	1887	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IKELMNLG_02616	CDS	1680				hypothetical protein
IKELMNLG_02617	CDS	1053	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
IKELMNLG_02618	CDS	228				hypothetical protein
IKELMNLG_02619	CDS	654	betI_4			HTH-type transcriptional regulator BetI
IKELMNLG_02620	CDS	228				hypothetical protein
IKELMNLG_02621	CDS	270				hypothetical protein
IKELMNLG_02622	CDS	783				hypothetical protein
IKELMNLG_02623	CDS	2832	cshA	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshA
IKELMNLG_02624	CDS	771	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
IKELMNLG_02625	CDS	897				hypothetical protein
IKELMNLG_02626	CDS	153				hypothetical protein
IKELMNLG_02627	CDS	606				hypothetical protein
IKELMNLG_02628	CDS	858		3.1.3.97	COG0613	3',5'-nucleoside bisphosphate phosphatase
IKELMNLG_02629	CDS	651				hypothetical protein
IKELMNLG_02630	CDS	1224	yfmO			Multidrug efflux protein YfmO
IKELMNLG_02631	CDS	597				hypothetical protein
IKELMNLG_02632	CDS	1116	corA_1		COG0598	Cobalt/magnesium transport protein CorA
IKELMNLG_02633	CDS	513				hypothetical protein
IKELMNLG_02634	CDS	699				hypothetical protein
IKELMNLG_02635	CDS	1302				hypothetical protein
IKELMNLG_02636	CDS	600				hypothetical protein
IKELMNLG_02637	CDS	1116	mrp		COG0489	Iron-sulfur cluster carrier protein
IKELMNLG_02638	CDS	732				hypothetical protein
IKELMNLG_02639	CDS	486	tatB			Sec-independent protein translocase protein TatB
IKELMNLG_02640	CDS	2025				hypothetical protein
IKELMNLG_02641	CDS	990				hypothetical protein
IKELMNLG_02642	CDS	786				hypothetical protein
IKELMNLG_02643	CDS	525		2.1.1.-	COG4122	Putative O-methyltransferase
IKELMNLG_02644	CDS	168				hypothetical protein
IKELMNLG_02645	CDS	804	paaG	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
IKELMNLG_02646	CDS	585	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
IKELMNLG_02647	CDS	360				hypothetical protein
IKELMNLG_02648	CDS	861	folP2		COG0294	Inactive dihydropteroate synthase 2
IKELMNLG_02649	CDS	759				hypothetical protein
IKELMNLG_02650	CDS	1080	dapE_3	3.5.1.18	COG0624	Putative succinyl-diaminopimelate desuccinylase DapE
IKELMNLG_02651	CDS	906				hypothetical protein
IKELMNLG_02652	CDS	432				hypothetical protein
IKELMNLG_02653	CDS	1098	dapL_1	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
IKELMNLG_02654	CDS	321			COG1146	Ferredoxin
IKELMNLG_02655	CDS	885				hypothetical protein
IKELMNLG_02656	CDS	897				hypothetical protein
IKELMNLG_02657	CDS	615	desR_1		COG2197	Transcriptional regulatory protein DesR
IKELMNLG_02658	CDS	1167				hypothetical protein
IKELMNLG_02659	CDS	741				hypothetical protein
IKELMNLG_02660	CDS	957	btuD_9	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IKELMNLG_02661	CDS	2328				hypothetical protein
IKELMNLG_02662	CDS	423				hypothetical protein
IKELMNLG_02663	CDS	888	mshB_3	3.5.1.103	COG2120	1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
IKELMNLG_02664	CDS	864				hypothetical protein
IKELMNLG_02665	CDS	207				hypothetical protein
IKELMNLG_02666	CDS	195				hypothetical protein
IKELMNLG_02667	CDS	2124	dap4	3.4.14.5		Dipeptidyl aminopeptidase 4
IKELMNLG_02668	CDS	1071	btuD_10	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IKELMNLG_02669	CDS	984	oppD_4		COG0444	Oligopeptide transport ATP-binding protein OppD
IKELMNLG_02670	CDS	981	gsiD_3		COG1173	Glutathione transport system permease protein GsiD
IKELMNLG_02671	CDS	924	dppB_3		COG0601	Dipeptide transport system permease protein DppB
IKELMNLG_02672	CDS	1635	oppA_1		COG4166	Oligopeptide-binding protein OppA
IKELMNLG_02673	CDS	1146	btuD_11	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IKELMNLG_02674	CDS	1062	oppD_5		COG0444	Oligopeptide transport ATP-binding protein OppD
IKELMNLG_02675	CDS	978	gsiC_4		COG0601	Glutathione transport system permease protein GsiC
IKELMNLG_02676	CDS	1803	ddpA_1		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
IKELMNLG_02677	CDS	1032	dppC_3		COG1173	Dipeptide transport system permease protein DppC
IKELMNLG_02678	CDS	1908	typA		COG1217	GTP-binding protein TypA/BipA
IKELMNLG_02679	CDS	2316				hypothetical protein
IKELMNLG_02680	CDS	291				hypothetical protein
IKELMNLG_02681	CDS	837				hypothetical protein
IKELMNLG_02682	CDS	1962	sdhA_2	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
IKELMNLG_02683	CDS	780				hypothetical protein
IKELMNLG_02684	CDS	1233				hypothetical protein
IKELMNLG_02685	CDS	2643				hypothetical protein
IKELMNLG_02686	CDS	468				hypothetical protein
IKELMNLG_02687	CDS	435	mutT2	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase 2
IKELMNLG_02688	CDS	192				hypothetical protein
IKELMNLG_02689	CDS	753	mngR		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
IKELMNLG_02690	CDS	1131				hypothetical protein
IKELMNLG_02691	CDS	423				hypothetical protein
IKELMNLG_02692	CDS	831	hcaB_2	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
IKELMNLG_02693	CDS	930	hcaR_2			Hca operon transcriptional activator HcaR
IKELMNLG_02694	CDS	573				hypothetical protein
IKELMNLG_02695	CDS	627				hypothetical protein
IKELMNLG_02696	CDS	498				hypothetical protein
IKELMNLG_02697	CDS	534	rutF_1	1.5.1.42		FMN reductase (NADH) RutF
IKELMNLG_02698	CDS	894	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
IKELMNLG_02699	CDS	672				hypothetical protein
IKELMNLG_02700	CDS	825				hypothetical protein
IKELMNLG_02701	CDS	924	lcdH_2	1.1.1.108		L-carnitine dehydrogenase
IKELMNLG_02702	CDS	441				hypothetical protein
IKELMNLG_02703	CDS	1305				hypothetical protein
IKELMNLG_02704	CDS	957				Zinc-type alcohol dehydrogenase-like protein
